LUFS-I-InGame,LUFS-M-InGame,name,wwise_path,file_path,LUFS-I,LUFS-M-MAX,音频时长,OutPutBus_BusVolume,OutPutBus_Volume,父级名1,父级音量1,父级MakeUpGain1,父级名2,父级音量2,父级MakeUpGain2,父级名3,父级音量3,父级MakeUpGain3,父级名4,父级音量4,父级MakeUpGain4,父级名5,父级音量5,父级MakeUpGain5,父级名6,父级音量6,父级MakeUpGain6,父级名7,父级音量7,父级MakeUpGain7,父级名8,父级音量8,父级MakeUpGain8,父级名9,父级音量9,父级MakeUpGain9,父级名10,父级音量10,父级MakeUpGain10,父级名11,父级音量11,父级MakeUpGain11,父级名12,父级音量12,父级MakeUpGain12,父级名13,父级音量13,父级MakeUpGain13,父级名14,父级音量14,父级MakeUpGain14,父级名15,父级音量15,父级MakeUpGain15,父级名16,父级音量16,父级MakeUpGain16,父级名17,父级音量17,父级MakeUpGain17,父级名18,父级音量18,父级MakeUpGain18,Main_Mix&MasterAudio
-43.4 ,-38.4 ,Sfx_3C_Nikki_Skill_Nikki_AM_Nikki_Raiden_End,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev_1_8_3C\Dev_1_8_3C\Nikki_Skill_1_8\Nikki_Skill_FlowerCat\Sfx_3C_Nikki_Skill_Nikki_AM_Nikki_Raiden_End\Sfx_3C_Nikki_Skill_Nikki_AM_Nikki_Raiden_End,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\FlowerCat\Sfx_3C_Nikki_Skill_Nikki_AM_Nikki_Raiden_End.wav,-42.4 ,-37.4 ,"{'max': 6.587845802307129, 'min': 6.587845802307129, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_Nikki_AM_Nikki_Raiden_End,6,0,Nikki_Skill_FlowerCat,-10,0,Nikki_Skill_1_8,0,0,Dev_1_8_3C,0,0,Dev_1_8_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,,,,3
-43.5 ,-39.6 ,Body Fall Water_03,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Common\Nikki_Waterfall\nikki_waterfall_v2\Body Fall Water_03\Body Fall Water_03,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\fishing\Body Fall Water_03.wav,-23.5 ,-19.6 ,"{'max': 1.009844422340393, 'min': 1.009844422340393, 'type': 'oneShot'}",0,0,Body Fall Water_03,0,0,nikki_waterfall_v2,-21,0,Nikki_Waterfall,0,0,Nikki_Common,0,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,3
-43.5 ,-40.9 ,sfx_ice_rabbit_idle06,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Common\Nikki_Ice_Rabbit\Nikki_Ice_Rabbit_Idle\sfx_ice_rabbit_idle06\sfx_ice_rabbit_idle06,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\rabbit\sfx_ice_rabbit_idle06.wav,-32.5 ,-29.9 ,"{'max': 1.3140416145324707, 'min': 1.3140416145324707, 'type': 'oneShot'}",0,0,sfx_ice_rabbit_idle06,0,0,Nikki_Ice_Rabbit_Idle,-12,0,Nikki_Ice_Rabbit,0,0,Nikki_Common,0,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,3
-43.5 ,-43.5 ,Sfx_3C_Nikki_Skill_Deadwood_Highheel_Tip_R03,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_7_3C\Dev1_7_3C\Nikki_Skill_1_7\Nikki_Skill_Deadwood\Sfx_3C_Nikki_Skill_Deadwood_Highheel_Tip\Sfx_3C_Nikki_Skill_Deadwood_Highheel_Tip_R03\Sfx_3C_Nikki_Skill_Deadwood_Highheel_Tip_R03,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Deadwood\Sfx_3C_Nikki_Skill_Deadwood_Highheel_Tip_R03.wav,-43.5 ,-43.5 ,"{'max': 0.6743958592414856, 'min': 0.6743958592414856, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_Deadwood_Highheel_Tip_R03,0,0,Sfx_3C_Nikki_Skill_Deadwood_Highheel_Tip,-3,0,Nikki_Skill_Deadwood,0,0,Nikki_Skill_1_7,0,0,Dev1_7_3C,0,0,Dev1_7_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-43.5 ,-43.5 ,nikki_cleananimals_brush_pet_03,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_CleanAnimals\Nikki_Skill_CleanAnimals\nikki_cleananimals_brush_pat\nikki_cleananimals_brush_pat_03\nikki_cleananimals_brush_pet_03,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\nikki_cleananimals_brush_pet_03.wav,-48.5 ,-48.5 ,"{'max': 0.22760416567325592, 'min': 0.22760416567325592, 'type': 'oneShot'}",0,0,nikki_cleananimals_brush_pat_03,0,0,nikki_cleananimals_brush_pat,0,0,Nikki_Skill_CleanAnimals,0,0,Nikki_Skill_CleanAnimals,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-43.6 ,-42.7 ,nikki_skill_loop2,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_3_3C\Dev1_3_3C\Nikki_Skill_1_3\Nikki_Skill_1_3\Nikki_Skill_Purege_MusicBox\Sfx_3C_Nikki_Skill_Purege_NS_MusicBox_Charge_Loop\nikki_skill_loop2\nikki_skill_loop2,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\20240104\v2\nikki_skill_loop2.wav,-30.6 ,-29.7 ,"{'max': 2.6848020553588867, 'min': 2.6848020553588867, 'type': 'oneShot'}",0,0,nikki_skill_loop2,-19,0,Sfx_3C_Nikki_Skill_Purege_NS_MusicBox_Charge_Loop,7,0,Nikki_Skill_Purege_MusicBox,-4,0,Nikki_Skill_1_3,0,0,Nikki_Skill_1_3,,,Dev1_3_3C,0,0,Dev1_3_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,3
-43.6 ,-40.9 ,PUSH_BOX_LOOP_STONE,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Ability\Nikki_Common_Obsolete\PushBox\Nikki_Act_PushBox\Nikki_Act_PushBox_Loop\Nikki_Act_PushBox_Stone\PUSH_BOX_LOOP_STONE\PUSH_BOX_LOOP_STONE,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\PUSHBOX\PUSH_BOX_LOOP_STONE.wav,-22.6 ,-19.9 ,"{'max': 2.9163718223571777, 'min': 2.9163718223571777, 'type': 'oneShot'}",0,0,PUSH_BOX_LOOP_STONE,0,0,Nikki_Act_PushBox_Stone,-3,0,Nikki_Act_PushBox_Loop,-21,0,Nikki_Act_PushBox,0,0,PushBox,,,Nikki_Common_Obsolete,,,Ability,0,0,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,3
-43.6 ,-40.1 ,Sfx_3c_Shachui_Whoosh_01,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Ability\Nikki_Common_Obsolete\nikki_skill\nikki_shachui\Sfx_3c_Shachui_Whoosh\Sfx_3c_Shachui_Whoosh_01\Sfx_3c_Shachui_Whoosh_01,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\shachui\Sfx_3c_Shachui_Whoosh_01.wav,-30.6 ,-27.1 ,"{'max': 1.0058050155639648, 'min': 1.0058050155639648, 'type': 'oneShot'}",0,0,Sfx_3c_Shachui_Whoosh_01,0,0,Sfx_3c_Shachui_Whoosh,-16,0,nikki_shachui,0,0,nikki_skill,0,0,Nikki_Common_Obsolete,,,Ability,0,0,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-43.7 ,-41.0 ,Sfx_3C_Nikki_Skill_Nikki_FrozenPath_Float_Outro_03,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_5_1_3C\Dev1_5_1_3C\Nikki_Skill_1_5_1\Nikki_Skill_FrozenPath\Sfx_3C_Nikki_Skill_Nikki_FrozenPath_Float_Outro\Sfx_3C_Nikki_Skill_Nikki_FrozenPath_Float_Outro_03\Sfx_3C_Nikki_Skill_Nikki_FrozenPath_Float_Outro_03,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\FrozenPath\Sfx_3C_Nikki_Skill_Nikki_FrozenPath_Float_Outro_03.wav,-50.7 ,-48.0 ,"{'max': 2.363895893096924, 'min': 2.363895893096924, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_Nikki_FrozenPath_Float_Outro_03,0,0,Sfx_3C_Nikki_Skill_Nikki_FrozenPath_Float_Outro,4,0,Nikki_Skill_FrozenPath,0,0,Nikki_Skill_1_5_1,0,0,Dev1_5_1_3C,0,0,Dev1_5_1_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-43.7 ,-43.7 ,Sfx_3C_Nikki_Skill_Deadwood_Highheel_Tip_R01,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_7_3C\Dev1_7_3C\Nikki_Skill_1_7\Nikki_Skill_Deadwood\Sfx_3C_Nikki_Skill_Deadwood_Highheel_Tip\Sfx_3C_Nikki_Skill_Deadwood_Highheel_Tip_R01\Sfx_3C_Nikki_Skill_Deadwood_Highheel_Tip_R01,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Deadwood\Sfx_3C_Nikki_Skill_Deadwood_Highheel_Tip_R01.wav,-43.7 ,-43.7 ,"{'max': 0.7585416436195374, 'min': 0.7585416436195374, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_Deadwood_Highheel_Tip_R01,0,0,Sfx_3C_Nikki_Skill_Deadwood_Highheel_Tip,-3,0,Nikki_Skill_Deadwood,0,0,Nikki_Skill_1_7,0,0,Dev1_7_3C,0,0,Dev1_7_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-43.7 ,-43.7 ,Sfx_3C_Nikki_Skill_Deadwood_Highheel_Tip_R02,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_7_3C\Dev1_7_3C\Nikki_Skill_1_7\Nikki_Skill_Deadwood\Sfx_3C_Nikki_Skill_Deadwood_Highheel_Tip\Sfx_3C_Nikki_Skill_Deadwood_Highheel_Tip_R02\Sfx_3C_Nikki_Skill_Deadwood_Highheel_Tip_R02,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Deadwood\Sfx_3C_Nikki_Skill_Deadwood_Highheel_Tip_R02.wav,-43.7 ,-43.7 ,"{'max': 0.7883750200271606, 'min': 0.7883750200271606, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_Deadwood_Highheel_Tip_R02,0,0,Sfx_3C_Nikki_Skill_Deadwood_Highheel_Tip,-3,0,Nikki_Skill_Deadwood,0,0,Nikki_Skill_1_7,0,0,Dev1_7_3C,0,0,Dev1_7_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-43.7 ,-35.9 ,Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_PictureScroll_Envi,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev_1_8_3C\Dev_1_8_3C\Nikki_Skill_1_8\Nikki_Skill_FlowerCat\Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_PictureScroll\Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_PictureScroll_Envi\Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_PictureScroll_Envi,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\FlowerCat\Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_PictureScroll_Envi.wav,-44.7 ,-36.9 ,"{'max': 34.04137420654297, 'min': 34.04137420654297, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_PictureScroll_Envi,8,0,Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_PictureScroll,0,0,Nikki_Skill_FlowerCat,-10,0,Nikki_Skill_1_8,0,0,Dev_1_8_3C,0,0,Dev_1_8_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-43.7 ,-41.7 ,Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_TurnLeft_Anim r01,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_4_3C\Dev1_4_3C\Nikki_Skill_1_4\Nikki_Skill_Doll\Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_TurnLeft_Anim\Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_TurnLeft_Anim r01\Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_TurnLeft_Anim r01,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Doll\Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_TurnLeft_Anim r01.wav,-35.7 ,-33.7 ,"{'max': 0.6333333253860474, 'min': 0.6333333253860474, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_TurnLeft_Anim r01,0,0,Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_TurnLeft_Anim,-4,0,Nikki_Skill_Doll,-5,0,Nikki_Skill_1_4,0,0,Dev1_4_3C,-2,0,Dev1_4_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-43.8 ,-43.8 ,nikki_cleananimals_brush_pet_01,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_CleanAnimals\Nikki_Skill_CleanAnimals\nikki_cleananimals_brush_pat\nikki_cleananimals_brush_pat_01\nikki_cleananimals_brush_pet_01,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\nikki_cleananimals_brush_pet_01.wav,-48.8 ,-48.8 ,"{'max': 0.2824791669845581, 'min': 0.2824791669845581, 'type': 'oneShot'}",0,0,nikki_cleananimals_brush_pat_01,0,0,nikki_cleananimals_brush_pat,0,0,Nikki_Skill_CleanAnimals,0,0,Nikki_Skill_CleanAnimals,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-43.8 ,-34.3 ,Sfx_3C_Nikki_Skill_Nikki_FrozenPath_Float_Loop,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_5_1_3C\Dev1_5_1_3C\Nikki_Skill_1_5_1\Nikki_Skill_FrozenPath\Sfx_3C_Nikki_Skill_Nikki_FrozenPath_Float_Loop\Sfx_3C_Nikki_Skill_Nikki_FrozenPath_Float_Loop,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\FrozenPath\Sfx_3C_Nikki_Skill_Nikki_FrozenPath_Float_Loop.wav,-52.8 ,-43.3 ,"{'max': 30.0, 'min': 30.0, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_Nikki_FrozenPath_Float_Loop,6,0,Nikki_Skill_FrozenPath,0,0,Nikki_Skill_1_5_1,0,0,Dev1_5_1_3C,0,0,Dev1_5_1_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,,,,3
-43.8 ,-40.7 ,Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_PictureScroll_Leaf_R01,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev_1_8_3C\Dev_1_8_3C\Nikki_Skill_1_8\Nikki_Skill_FlowerCat\Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_PictureScroll\Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_PictureScroll_Leaf\Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_PictureScroll_Leaf_R01\Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_PictureScroll_Leaf_R01,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\FlowerCat\Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_PictureScroll_Leaf_R01.wav,-41.8 ,-38.7 ,"{'max': 3.6493332386016846, 'min': 3.6493332386016846, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_PictureScroll_Leaf_R01,0,0,Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_PictureScroll_Leaf,5,0,Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_PictureScroll,0,0,Nikki_Skill_FlowerCat,-10,0,Nikki_Skill_1_8,0,0,Dev_1_8_3C,0,0,Dev_1_8_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,3
-43.9 ,-37.3 ,Sfx_3C_Nikki_Skill_NS_S0208_Shoot,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_5_1_3C\Dev1_5_1_3C\Nikki_Skill_1_5_1\Nikki_Skill_ClaretNightdress\Nikki_Skill_ClaretNightdress\Sfx_3C_Nikki_Skill_NS_S0208_Shoot\Sfx_3C_Nikki_Skill_NS_S0208_Shoot,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\S208\Sfx_3C_Nikki_Skill_NS_S0208_Shoot.wav,-46.9 ,-40.3 ,"{'max': 16.749916076660156, 'min': 16.749916076660156, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_NS_S0208_Shoot,0,0,Nikki_Skill_ClaretNightdress,0,0,Nikki_Skill_ClaretNightdress,0,0,Nikki_Skill_1_5_1,0,0,Dev1_5_1_3C,0,0,Dev1_5_1_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-43.9 ,-39.8 ,Sfx_3C_Nikki_Skill_Nikki_SwordRain_Loop,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev_1_8_3C\Dev_1_8_3C\Nikki_Skill_1_8\Nikki_Skill_SwordRain\Sfx_3C_Nikki_Skill_Nikki_SwordRain_Loop\Sfx_3C_Nikki_Skill_Nikki_SwordRain_Loop,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\SwordRain\Sfx_3C_Nikki_Skill_Nikki_SwordRain_Loop.wav,-40.9 ,-36.8 ,"{'max': 14.67229175567627, 'min': 14.67229175567627, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_Nikki_SwordRain_Loop,-6,0,Nikki_Skill_SwordRain,0,0,Nikki_Skill_1_8,0,0,Dev_1_8_3C,0,0,Dev_1_8_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,,,,3
-43.9 ,-39.4 ,Sfx_3C_Nikki_Skill_Nikki_CrownDeer_Loop_S0216_Anim,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_6_3C\Dev1_6_3C\Nikki_Skill_1_6\Nikki_Skill_CrownDeer\Sfx_3C_Nikki_Skill_Nikki_CrownDeer_Loop_S0216_Anim\Sfx_3C_Nikki_Skill_Nikki_CrownDeer_Loop_S0216_Anim,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\CrownDeer\Sfx_3C_Nikki_Skill_Nikki_CrownDeer_Loop_S0216_Anim.wav,-51.9 ,-47.4 ,"{'max': 9.199999809265137, 'min': 9.199999809265137, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_Nikki_CrownDeer_Loop_S0216_Anim,5,0,Nikki_Skill_CrownDeer,0,0,Nikki_Skill_1_6,0,0,Dev1_6_3C,0,0,Dev1_6_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,,,,3
-43.9 ,-40.1 ,nikki_Float_fall,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Float\Nikki_Skill_Float\Nikki_Skill_Float_Default\nikki_Float_fall\nikki_Float_fall_1\nikki_Float_fall,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\nikki_Float_fall.wav,-30.9 ,-27.1 ,"{'max': 1.409666657447815, 'min': 1.409666657447815, 'type': 'oneShot'}",0,0,nikki_Float_fall_1,-4,0,nikki_Float_fall,-14,0,Nikki_Skill_Float_Default,0,0,Nikki_Skill_Float,0,0,Nikki_Skill_Float,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,3
-43.9 ,-40.1 ,nikki_Float_fall,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Float\Nikki_Skill_Float\Nikki_Skill_Float_Default\nikki_Float_fall\nikki_Float_fall_2\nikki_Float_fall,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\nikki_Float_fall.wav,-30.9 ,-27.1 ,"{'max': 1.409666657447815, 'min': 1.409666657447815, 'type': 'oneShot'}",0,0,nikki_Float_fall_2,-4,0,nikki_Float_fall,-14,0,Nikki_Skill_Float_Default,0,0,Nikki_Skill_Float,0,0,Nikki_Skill_Float,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,3
-43.9 ,-40.1 ,nikki_Float_fall,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Float\Nikki_Skill_Float\Nikki_Skill_Float_Default\nikki_Float_fall\nikki_Float_fall_3\nikki_Float_fall,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\nikki_Float_fall.wav,-30.9 ,-27.1 ,"{'max': 1.409666657447815, 'min': 1.409666657447815, 'type': 'oneShot'}",0,0,nikki_Float_fall_3,-4,0,nikki_Float_fall,-14,0,Nikki_Skill_Float_Default,0,0,Nikki_Skill_Float,0,0,Nikki_Skill_Float,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,3
